ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME
STT,"Charlotte Amalie, VI",MIA,"Miami, FL"
STT,"Charlotte Amalie, VI",JFK,"New York, NY"
STT,"Charlotte Amalie, VI",ABI,"Abilene, TX"
STT,"Charlotte Amalie, VI",CLT,"Charlotte, NC"
STT,"Charlotte Amalie, VI",PHL,"Philadelphia, PA"
STT,"Charlotte Amalie, VI",DFW,"Dallas/Fort Worth, TX"
STT,"Charlotte Amalie, VI",SJU,"San Juan, PR"
STT,"Charlotte Amalie, VI",JFK,"New York, NY"
STT,"Charlotte Amalie, VI",PHL,"Philadelphia, PA"
STT,"Charlotte Amalie, VI",PHL,"Philadelphia, PA"
STT,"Charlotte Amalie, VI",JFK,"New York, NY"
STT,"Charlotte Amalie, VI",MIA,"Miami, FL"
STT,"Charlotte Amalie, VI",STX,"Christiansted, VI"
STT,"Charlotte Amalie, VI",SJU,"San Juan, PR"
STT,"Charlotte Amalie, VI",STX,"Christiansted, VI"
STT,"Charlotte Amalie, VI",SJU,"San Juan, PR"
STT,"Charlotte Amalie, VI",MCO,"Orlando, FL"
STT,"Charlotte Amalie, VI",MIA,"Miami, FL"
STT,"Charlotte Amalie, VI",SJU,"San Juan, PR"
STT,"Charlotte Amalie, VI",MCO,"Orlando, FL"
STT,"Charlotte Amalie, VI",FLL,"Fort Lauderdale, FL"
STT,"Charlotte Amalie, VI",SJU,"San Juan, PR"
STT,"Charlotte Amalie, VI",FLL,"Fort Lauderdale, FL"
